Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Mujer,3,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/20/2023,Jueves,2:00 PM,Localizada,6/6/2023,47.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,4/21/2023,Viernes,12:40 PM,Localizada,5/1/2023,10.00,1 semana ,Protocolo Alba ,Melel Xojobal,,
Mujer,14,12 a 17,"Arriaga, Chiapas ",Istmo-Costa,Indígena,No aplica,4/21/2023,Viernes,4:15 PM,Localizada,4/25/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/21/2023,Viernes,8:00 AM,Localizada,4/26/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,4/23/2023,Domingo,10:30 AM,Localizada,4/25/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,4/23/2023,Domingo,7:00 AM,Localizada,4/27/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,4/24/2023,Lunes,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,4/24/2023,Lunes,7:40 AM,Localizada,4/27/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Indígena,No aplica,4/24/2023,Lunes,7:30 AM,Localizada,4/30/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,7,6 a 11,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,4/24/2023,Lunes,No especificado,Localizada,8/25/2023,123.00,De 4 a 6 meses ,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,4/25/2023,Martes,4:00 AM,Localizada,5/23/2023,28.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,12,12 a 17,"Rayón, Chiapas",De los bosques,Mestiza,No aplica,4/25/2023,Martes,10:00 AM,Localizada,5/31/2023,36.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Escuintla, Chiapas ",Soconusco,Mestiza,No aplica,4/27/2023,Jueves,7:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Huixtla, Chiapas ",Soconusco,Mestiza,No aplica,4/28/2023,Viernes,7:00 AM,Localizada,5/5/2023,7.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,4,0 a 5,"La Trinitaria, Chiapas ",Meseta Comiteca,Mestiza,No aplica,4/28/2023,Viernes,8:30 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,4/29/2023,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,4/30/2023,Domingo,7:20 PM,Localizada,5/28/2023,28.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,4/30/2023,Domingo,6:30 PM,Localizada,8/4/2023,96.00,3 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,4/30/2023,Domingo,7:00 PM,Localizada,5/3/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/2/2023,Martes,4:00 PM,Localizada,5/7/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/3/2023,Miércoles,9:00 PM,Localizada,5/10/2023,7.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/3/2023,Miércoles,3:00 PM,Localizada,5/6/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/4/2023,Jueves,No especificado,Localizada,8/28/2023,116.00,3 meses,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Jitotol, Chiapas ",De los bosques,Indígena,No aplica,5/4/2023,Jueves,3:00 PM,Localizada,5/8/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,12,12 a 17,"Frontera Hidalgo, Chiapas ",Sierra Mariscal,Mestiza,No aplica,5/4/2023,Jueves,No especificado,Localizada,5/8/2023,4.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/5/2023,Viernes,5:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Villa Comaltitlán, Chiapas ",Soconusco,Mestiza,No aplica,5/6/2023,Sábado,4:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Pichucalco, Chiapas ",Norte,Indígena,No aplica,5/7/2023,Domingo,10:00 AM,Localizada,5/11/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/9/2023,Martes,11:00 AM,Localizada,5/22/2023,13.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/9/2023,Martes,8:00 PM,Localizada,5/25/2023,16.00,2 semanas,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,1,0 a 5,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,5/10/2023,Miércoles,8:30 AM,Localizada,5/12/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/11/2023,Jueves,No especificado,Localizada,5/13/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/12/2023,Viernes,9:00 PM,Localizada,5/17/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/14/2023,Domingo,8:00 AM,Localizada,6/7/2023,24.00,3 semanas,Protocolo Alba,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,5/15/2023,Lunes,9:00 AM,Localizada,5/25/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,5/15/2023,Lunes,No especificado,Localizada,8/12/2023,89.00,2 meses,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,5/16/2023,Martes,No especificado,Localizada,5/17/2023,1.00,De 1 a 2 días,Protocolo Alba ,Melel Xojobal,,
Hombre,3,0 a 5,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/16/2023,Martes,No especificado,Localizada,10/10/2023,147.00,De 4 a 6 meses ,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,5/17/2023,Miércoles,11:50 PM,Localizada,7/15/2023,59.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/17/2023,Miércoles,6:00 AM,Localizada,5/18/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/18/2023,Jueves,7:05 AM,Localizada,5/22/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Chalchihuitán, Chiapas ",Altos,Indígena,No aplica,5/19/2023,Viernes,6:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,5/19/2023,Viernes,9:00 PM,Localizada,5/25/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,5/23/2023,Miércoles,10:00 PM,Localizada,5/30/2023,7.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,5/23/2023,Miércoles,2:00 PM,Localizada,5/27/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Juarez, Chiapas ",Norte,Indígena,No aplica,5/24/2023,Jueves,6:00 PM,Localizada,7/1/2023,38.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/24/2023,Jueves,7:00 AM,Localizada,6/2/2023,9.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,2,0 a 5,"Cintalapa, Chiapas ",Valle Zoque,Indígena,No aplica,5/24/2023,Jueves,6:00 AM,Localizada,9/18/2023,117.00,3 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/24/2023,Jueves,7:00 AM,Localizada,5/25/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Benemerito de Las Americas, Chiapas ",Maya,Mestiza,No aplica,5/25/2023,Viernes,11:00 AM,Localizada,7/7/2023,43.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/26/2023,Sábado,7:00 PM,No localizada,No aplica,No aplica,No aplica,Protocolo Alba ,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,5/28/2023,Domingo,7:00 PM,No localizada,No aplica,No aplica,No aplica,Protocolo Alba,Melel Xojobal,,
Mujer,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/29/2023,Lunes,7:00 PM,Localizada,6/8/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/31/2023,Miércoles,2:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,6/2/2023,Viernes,4:00 AM,Localizada,7/1/2023,29.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,12,12 a 17,"Catazajá, Chiapas ",Maya,Mestiza,No aplica,6/2/2023,Viernes,11:00 PM,Localizada,6/12/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/2/2023,Viernes,6:00 PM,Localizada,8/26/2023,85.00,2 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/2/2023,Viernes,6:00 PM,Localizada,8/26/2023,85.00,2 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,6/2/2023,Viernes,10:00 AM,Localizada,6/4/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,6/2/2023,Viernes,5:00 AM,Localizada,6/4/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/3/2023,Sábado,1:30 PM,Localizada,6/14/2023,11.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/3/2023,Sábado,9:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,6/3/2023,Sábado,9:00 AM,Localizada,6/8/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/4/2023,Domingo,11:30 AM,Localizada,7/2/2023,28.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Indígena,No aplica,6/4/2023,Domingo,2:00 PM,Localizada,6/28/2023,24.00,3 semanas,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Mestiza,No aplica,6/4/2023,Domingo,8:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Mestiza,No aplica,6/4/2023,Domingo,8:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/4/2023,Domingo,9:30 AM,Localizada,6/7/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,2,0 a 5,"Marquéz de Comillas, Chiapas ",Maya,Indígena,No aplica,6/4/2023,Domingo,8:30 AM,Localizada,6/10/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Ixtapa, Chiapas ",De los bosques,Indígena,No aplica,6/5/2023,Lunes,6:50 AM,Localizada,6/7/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,15,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/6/2023,Martes,8:00 AM,Localizada,6/11/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/6/2023,Martes,8:00 AM,Localizada,6/11/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,17,12 a 17,"Emiliano Zapata, Chiapas",De los llanos,Indígena,No aplica,6/7/2023,Miércoles,8:00 AM,Localizada,6/14/2023,7.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,6,6 a 11,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/7/2023,Miércoles,5:00 PM,Localizada,6/17/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,2,0 a 5,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/7/2023,Miércoles,5:00 PM,Localizada,6/17/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,8,6 a 11,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/7/2023,Miércoles,5:00 PM,Localizada,6/17/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,4,0 a 5,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/7/2023,Miércoles,5:00 PM,Localizada,6/17/2023,10.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,6/7/2023,Miércoles,No especificado,Localizada,6/8/2023,1.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/7/2023,Miércoles,7:50 AM,Localizada,6/12/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,8,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,6/9/2023,Viernes,7:30 AM,Localizada,6/14/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,3,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,6/9/2023,Viernes,7:30 AM,Localizada,6/14/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,6/10/2023,Sábado,6:30 AM,Localizada,7/12/2023,32.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,6/10/2023,Sábado,10:40 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Ocozocoautla de Espinoza, Chiapas ",Valle Zoque,Indígena,No aplica,6/11/2023,Domingo,8:00 AM,Localizada,6/14/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/12/2023,Lunes,2:00 PM,Localizada,6/21/2023,9.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Indígena,No aplica,6/13/2023,Martes,7:49 AM,Localizada,9/17/2023,96.00,3 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,11,6 a 11,"Chiapa de Corzo, Chiapas ",Metropolitana,Indígena,No aplica,6/13/2023,Martes,7:49 AM,Localizada,9/17/2023,96.00,3 meses,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/15/2023,Jueves,No especificado,Localizada,6/17/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,14,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,6/16/2023,Viernes,4:00 PM,Localizada,6/23/2023,7.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Unión Juárez, Chiapas ",Soconusco,Indígena,No aplica,6/16/2023,Viernes,7:00 AM,Localizada,6/24/2023,8.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Catazajá, Chiapas ",Maya,Indígena,No aplica,6/16/2023,Viernes,2:00 PM,Localizada,6/18/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,6/16/2023,Viernes,No especificado,Localizada,6/18/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,13,12 a 17,"Huitiupán, Chiapas ",De los bosques,Mestiza,No aplica,6/17/2023,Sábado,7:00 AM,Localizada,7/19/2023,32.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,6/17/2023,Sábado,1:00 AM,Localizada,7/31/2023,44.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,6/17/2023,Sábado,No especificado,Localizada,10/3/2023,108.00,3 meses,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,6/17/2023,Sábado,5:00 AM,Localizada,6/18/2023,1.00,De 1 a 2 días,Protocolo Alba ,Melel Xojobal,,
Hombre,5,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/17/2023,Sábado,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/18/2023,Domingo,8:00 PM,Localizada,7/3/2023,15.00,2 semanas,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/18/2023,Domingo,No especificado,Localizada,6/20/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/18/2023,Domingo,3:00 PM,Localizada,6/24/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,6/19/2023,Lunes,3:30 PM,Localizada,6/20/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/19/2023,Lunes,5:30 AM,Localizada,6/20/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,6/19/2023,Lunes,2:00 PM,Localizada,6/21/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,4,0 a 5,"Villaflores, Chiapas ",Frailesca,Mestiza,No aplica,6/19/2023,Lunes,7:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/19/2023,Lunes,No especificado,Localizada,6/22/2023,3.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,11,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/19/2023,Lunes,9:00 AM,Localizada,6/25/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Acapetahua, Chiapas",Soconusco,Mestiza,No aplica,6/20/2023,Martes,7:00 PM,Localizada,7/1/2023,11.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,6/23/2023,Viernes,11:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,3,0 a 5,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/24/2023,Sábado,10:00 AM,Localizada,8/6/2023,43.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,5,0 a 5,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/24/2023,Sábado,10:00 AM,Localizada,8/6/2023,43.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,2,0 a 5,"San Fernando, Chiapas ",Mezcalapa,Mestiza,No aplica,6/24/2023,Sábado,12:00 PM,Localizada,8/10/2023,47.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,6/26/2023,Lunes,11:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas ,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,6/29/2023,Jueves,6:30 AM,Localizada,7/12/2023,13.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,6/29/2023,Jueves,6:30 AM,Localizada,7/12/2023,13.00,1 semana ,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,6/30/2023,Viernes,11:00 AM,Localizada,8/25/2023,56.00,1 mes,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Villa Comaltitlán, Chiapas ",Soconusco,Indígena,No aplica,6/30/2023,Viernes,8:00 AM,Localizada,7/16/2023,16.00,2 semanas,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/30/2023,Viernes,7:30 AM,Localizada,7/19/2023,19.00,2 semanas,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,6/30/2023,Viernes,No especificado,Localizada,7/1/2023,1.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
