Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Mujer,17,12 a 17,"Bochil, Chiapas ",De los bosques,Indígena,No aplica,6/30/2023,Viernes,7:30 AM,Localizada,7/2/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Bochil, Chiapas ",De los bosques,Indígena,No aplica,6/30/2023,Viernes,7:30 AM,Localizada,7/2/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal/REDIAS,,
Hombre,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/1/2023,Sábado,No especificado,Localizada,12/19/2023,171.00,De 4 a 6 meses ,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,7/2/2023,Domingo,No especificado,Localizada,7/17/2023,15.00,2 semanas,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Mazatán, Chiapas ",Soconusco,Mestiza,No aplica,7/2/2023,Domingo,7:40 PM,Localizada,12/10/2023,161.00,De 4 a 6 meses ,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,7/3/2023,Lunes,No especificado,Localizada,7/12/2023,9.00,1 semana ,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,7/4/2023,Martes,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,7/4/2023,Martes,6:30 PM,Localizada,7/7/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/5/2023,Miércoles,No especificado,Localizada,8/3/2023,29.00,1 mes,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/5/2023,Miércoles,No especificado,Localizada,7/7/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/6/2023,Jueves,3:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/6/2023,Jueves,3:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,8,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/8/2023,Sábado,1:00 PM,Localizada,10/5/2023,89.00,2 meses,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,7/8/2023,Sábado,12:00 PM,Localizada,7/10/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Solosuchiapa, Chiapas ",Norte,Mestiza,No aplica,7/8/2023,Sábado,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Solosuchiapa, Chiapas ",Norte,Mestiza,No aplica,7/8/2023,Sábado,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Unión Juárez, Chiapas ",Soconusco,Indígena,No aplica,7/9/2023,Domingo,3:00 PM,Localizada,7/12/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,7/10/2023,Lunes,1:00 PM,Localizada,7/13/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Acala, Chiapas",De los llanos,Indígena,No aplica,7/10/2023,Lunes,7:30 AM,Localizada,7/13/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"La Independencia, Chiapas ",Meseta Comiteca,Indígena,No aplica,7/13/2023,Jueves,4:00 PM,Localizada,7/16/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Indígena,No aplica,7/13/2023,Jueves,5:00 PM,Localizada,7/17/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/14/2023,Viernes,2:15 PM,Localizada,8/11/2023,28.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,7/14/2023,Viernes,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,5,0 a 5,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,7/15/2023,Sábado,9:00 AM,Localizada,7/20/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,7/15/2023,Sábado,9:00 AM,Localizada,7/20/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Indígena,No aplica,7/16/2023,Domingo,No especificado,Localizada,7/17/2023,1.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,8,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/17/2023,Lunes,1:00 PM,Localizada,8/21/2023,35.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,7/17/2023,Lunes,6:15 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,7/18/2023,Martes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,7,6 a 11,"Simojovel, Chiapas ",De los bosques,Indígena,No aplica,7/18/2023,Martes,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Angel Albino Corzo, Chiapas ",Frailesca,Mestiza,No aplica,7/19/2023,Miércoles,10:00 PM,Localizada,7/24/2023,5.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/22/2023,Sábado,No especificado,Localizada,7/27/2023,5.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,16,12 a 17,"Teopisca, Chiapas ",Altos,Indígena,No aplica,7/23/2023,Domingo,2:30 PM,Localizada,8/8/2023,16.00,2 semanas,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"La Concordia, Chiapas ",Frailesca,Indígena,No aplica,7/24/2023,Lunes,11:25 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,7/25/2023,Martes,1:00 PM,Localizada,7/27/2023,2.00,De 1 a 2 días,Protocolo Alba ,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Copainalá, Chiapas ",Mezcalapa,Mestiza,No aplica,7/25/2023,Martes,5:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Copainalá, Chiapas ",Mezcalapa,Mestiza,No aplica,7/25/2023,Martes,5:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,7,6 a 11,"Tzimol, Chiapas ",Meseta Comiteca,Mestiza,No aplica,7/27/2023,Jueves,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,"Tzimol, Chiapas ",Meseta Comiteca,Mestiza,No aplica,7/27/2023,Jueves,10:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Ixtacomitan, Chiapas",Norte,Indígena,No aplica,7/28/2023,Viernes,No especificado,Localizada,9/28/2023,62.00,2 meses,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/28/2023,Viernes,No especificado,Localizada,7/30/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Hombre,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,7/29/2023,Sábado,No especificado,Localizada,7/30/2023,1.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Hombre,9,6 a 11,"Palenque, Chiapas ",Maya,Indígena,No aplica,7/29/2023,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Palenque, Chiapas ",Maya,Mestiza,No aplica,7/30/2023,Domingo,2:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,8,6 a 11,"Angel Albino Corzo, Chiapas ",Frailesca,Mestiza,No aplica,7/30/2023,Domingo,8:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,7/30/2023,Domingo,No especificado,Localizada,8/3/2023,4.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Mestiza,No aplica,7/31/2023,Lunes,No especificado,Localizada,8/4/2023,4.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Indígena,No aplica,7/31/2023,Lunes,6:00 AM,Localizada,8/6/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,8/3/2023,Jueves,No especificado,Localizada,8/12/2023,9.00,1 semana ,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Hombre,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/3/2023,Jueves,8:00 PM,Localizada,8/21/2023,18.00,2 semanas,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,8/4/2023,Viernes,No especificado,Localizada,8/6/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"Acapetahua, Chiapas ",Soconusco,Mestiza,No aplica,8/4/2023,Viernes,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/5/2023,Sábado,8:30 AM,Localizada,8/6/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,8/5/2023,Sábado,3:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"La Trinitaria, Chiapas ",Meseta Comiteca,Indígena,No aplica,8/6/2023,Domingo,6:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,Mestiza,No aplica,8/7/2023,Lunes,6:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/8/2023,Martes,10:30 PM,Localizada,8/30/2023,22.00,3 semanas,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,8/9/2023,Miércoles,No especificado,Localizada,9/10/2023,32.00,1 mes,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,8/9/2023,Miércoles,No especificado,Localizada,9/10/2023,32.00,1 mes,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Indígena,No aplica,8/9/2023,Miércoles,No especificado,Localizada,9/10/2023,32.00,1 mes,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Mestiza,No aplica,8/13/2023,Domingo,2:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/13/2023,Domingo,2:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,Indígena,No aplica,8/13/2023,Domingo,11:00 AM,Localizada,8/16/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,5,0 a 5,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Mestiza,No aplica,8/13/2023,Domingo,No especificado,Localizada,8/17/2023,4.00,De 3 a 6 días,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Motozintla, Chiapas ",Sierra Mariscal,Mestiza,No aplica,8/16/2023,Miércoles,3:00 PM,Localizada,8/22/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,2,0 a 5,"Acapetahua, Chiapas ",Soconusco,Mestiza,No aplica,8/18/2023,Viernes,11:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Villa Corzo, Chiapas ",Frailesca,Mestiza,No aplica,8/19/2023,Sábado,12:00 PM,Localizada,9/8/2023,20.00,2 semanas,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Acapetahua, Chiapas ",Soconusco,Indígena,No aplica,8/19/2023,Sábado,8:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,8/20/2023,Domingo,2:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,8/20/2023,Domingo,2:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Juarez, Chiapas ",Norte,Mestiza,No aplica,8/21/2023,Lunes,8:00 AM,Localizada,9/6/2023,16.00,2 semanas,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,8/23/2023,Miércoles,8:30 PM,Localizada,9/28/2023,36.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,8/23/2023,Miércoles,2:00 PM,Localizada,9/30/2023,38.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Palenque, Chiapas ",Maya,Indígena,No aplica,8/23/2023,Miércoles,2:00 PM,Localizada,9/30/2023,38.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Hombre,17,12 a 17,"La Grandeza, Chiapas ",Sierra Mariscal,Mestiza,No aplica,8/23/2023,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Mujer,8,6 a 11,"Acapetahua, Chiapas ",Soconusco,Mestiza,No aplica,8/25/2023,Viernes,8:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Villaflores, Chiapas ",Frailesca,Mestiza,No aplica,8/25/2023,Viernes,7:40 AM,Localizada,8/28/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/26/2023,Sábado,7:30 PM,Localizada,10/17/2023,52.00,1 mes,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/26/2023,Sábado,7:00 AM,Localizada,9/3/2023,8.00,1 semana ,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,8,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,8/26/2023,Sábado,7:00 AM,Localizada,9/3/2023,8.00,1 semana ,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,14,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,8/26/2023,Sábado,10:00 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Benemerito de Las Americas, Chiapas ",Maya,Indígena,No aplica,8/26/2023,Sábado,9:00 PM,Localizada,8/30/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,8,6 a 11,"Tuxtla Gutiérrez, Chiapas  ",Metropolitana,Mestiza,No aplica,8/27/2023,Domingo,No especificado,Localizada,8/29/2023,2.00,De 1 a 2 días,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,8/30/2023,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,9/1/2023,Viernes,6:30 AM,Localizada,9/4/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Villa Corzo, Chiapas ",Frailesca,Indígena,No aplica,9/2/2023,Sábado,2:30 PM,Localizada,9/10/2023,8.00,1 semana ,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/2/2023,Sábado,10:00 AM,Localizada,9/3/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/2/2023,Sábado,4:00 PM,No localizada,No aplica,No aplica,No aplica,Protocolo Alba ,Melel Xojobal/REDIAS,,
Mujer,1,0 a 5,"Copainalá, Chiapas ",Mezcalapa,Mestiza,No aplica,9/2/2023,Sábado,4:00 AM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,9/4/2023,Lunes,No especificado,Localizada,12/6/2023,93.00,3 meses,Alerta Amber Chiapas ,Melel Xojobal/REDIAS,,
Mujer,17,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,9/4/2023,Lunes,6:30 AM,Localizada,9/6/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,Mestiza,No aplica,9/5/2023,Martes,No especificado,Localizada,10/3/2023,28.00,1 mes,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"Palenque, Chiapas ",Maya,Indígena,No aplica,9/5/2023,Martes,9:00 AM,Localizada,9/11/2023,6.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Chico, Chiapas ",Soconusco,Indígena,No aplica,9/6/2023,Jueves,9:00 PM,Localizada,9/10/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,9/6/2023,Miércoles,12:30 PM,Localizada,9/10/2023,4.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,9/7/2023,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Villaflores, Chiapas ",Frailesca,Mestiza,No aplica,9/7/2023,Viernes,10:00 AM,No localizada,No aplica,No aplica,No aplica,Protocolo Alba ,Melel Xojobal,,
Mujer,2,0 a 5,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,9/8/2023,Sábado,1:00 PM,Localizada,9/15/2023,7.00,1 semana ,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/11/2023,Lunes,6:00 AM,Localizada,9/18/2023,7.00,1 semana ,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,15,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,9/12/2023,Martes,1:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/12/2023,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,2,0 a 5,"La Independencia, Chiapas ",Meseta Comiteca,Mestiza,No aplica,9/13/2023,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/16/2023,Sábado,11:00 PM,Localizada,9/18/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Berriozabal, Chiapas ",Metropolitana,Mestiza,No aplica,9/18/2023,Lunes,1:30 PM,Localizada,9/26/2023,8.00,1 semana ,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Hombre,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/18/2023,Lunes,1:40 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,8,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/18/2023,Lunes,1:40 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,2,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,9/18/2023,Lunes,1:40 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,16,12 a 17,"Ocozocoautla de Espinoza, Chiapas ",Valle Zoque,Indígena,No aplica,9/18/2023,Lunes,12:30 PM,Localizada,9/21/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,7,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Mestiza,No aplica,9/19/2023,Martes,3:00 PM,Localizada,9/20/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,8,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,9/19/2023,Martes,12:30 PM,Localizada,9/20/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,15,12 a 17,"Pueblo Nuevo Solistahuacán, Chiapas ",De los bosques,Mestiza,No aplica,9/19/2023,Martes,9:00 AM,No localizada,No aplica,No aplica,No aplica,Protocolo Alba,Melel Xojobal/REDIAS,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/20/2023,Miércoles,9:00 PM,Localizada,9/21/2023,1.00,De 1 a 2 días,¿Has Visto a? Chiapas,Melel Xojobal/REDIAS,,
Mujer,2,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/21/2023,Jueves,6:30 PM,No localizada,No aplica,No aplica,No aplica,¿Has Visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"Suchiate, Chiapas ",Soconusco,Mestiza,No aplica,9/21/2023,Jueves,6:30 AM,Localizada,9/24/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Suchiate, Chiapas ",Soconusco,Mestiza,No aplica,9/21/2023,Jueves,6:30 AM,Localizada,9/24/2023,3.00,De 3 a 6 días,¿Has Visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Indígena,No aplica,9/22/2023,Viernes,8:00 AM,No localizada,No aplica,No aplica,No aplica,Alerta Amber Chiapas ,Melel Xojobal,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,9/25/2023,Lunes,No especificado,Localizada,10/3/2023,8.00,1 semana ,Alerta Amber Chiapas ,Melel Xojobal,,
Mujer,17,12 a 17,"Villa Comaltitlán, Chiapas ",Soconusco,Mestiza,No aplica,9/25/2023,Lunes,11:00 AM,Localizada,10/22/2023,27.00,3 semanas,¿Has Visto a? Chiapas ,Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,Mestiza,No aplica,9/26/2023,Martes,4:00 PM,Localizada,9/28/2023,2.00,De 1 a 2 días,¿Has Visto a? Chiapas ,Melel Xojobal,,
